,Absolute_Magnitude_Bin,Average_Absolute_Magnitude,Average_Comoving_Volume,Average_Weight,Number_Density,Number_Density_Error,Number_Of_Gals,Log10Phi,Log10Err
0,-23.75,,,,0.0,0.0,0,-inf,
1,-23.25,-23.14016305832645,331360.1997577551,7.6818181818181825,4.636536426181581e-05,1.6728679634121144e-05,1,-4.333806323904843,0.15669397556333564
2,-22.75,-22.876649651924282,331360.1997577551,1.545193829113924,9.326369493038432e-06,7.502761390374167e-06,1,-5.030287382618508,0.34937580730727785
3,-22.25,,,,0.0,0.0,0,-inf,
4,-21.75,-21.666739918851654,331360.1997577551,1.6932106052952092,4.0879033910120805e-05,1.5707791861755106e-05,4,-4.388499376387564,0.16687789988980414
5,-21.25,-21.198919523099693,331360.19975775504,1.743357838671873,0.00022097110418737008,3.6520151380920775e-05,21,-3.655664514154068,0.07177635411350694
6,-20.75,-20.70822229193688,331360.1997577551,1.6066029211725743,0.0004945479212029818,5.463475708713656e-05,51,-3.3057916193233,0.04797831010056812
7,-20.25,-20.20787947873415,331360.1997577551,1.593009650275823,0.0007499678767235904,6.728002698942391e-05,78,-3.1249573382889144,0.03896079468291386
8,-19.75,-19.766272432441333,331360.19975775515,1.6184048029910616,0.0009475203479772101,7.562390490176091e-05,97,-3.023411454795951,0.03466209951999995
9,-19.25,-19.243934420630833,331360.1997577551,1.6961459469617706,0.0012592094743352786,8.717938831056982e-05,123,-2.8999020173261387,0.030067695685793632
10,-18.75,-18.761343836649786,331360.19975775515,1.8981571831553095,0.0012946139086912477,8.839647774742175e-05,113,-2.887859731448004,0.02965370775615891
11,-18.25,,,,0.0,0.0,0,-inf,
12,-17.75,,,,0.0,0.0,0,-inf,
13,-17.25,,,,0.0,0.0,0,-inf,
14,-16.75,,,,0.0,0.0,0,-inf,
15,-16.25,,,,0.0,0.0,0,-inf,
16,-15.75,,,,0.0,0.0,0,-inf,
17,-15.25,,,,0.0,0.0,0,-inf,
